idx,rsmi,psmi,ea,dh
254,[C:1]([N:2]1[C:3]([H:10])([H:11])[C@:4]1([C:5]#[N:6])[H:12])([H:7])([H:8])[H:9],[C:1]([N:2]1[C+:3]([H:10])[C@:4]1([C-:5]=[N:6][H:11])[H:12])([H:7])([H:8])[H:9],138.42890332492598,86.4345760060404
255,[C:1]([N:2]1[C:3]([H:10])([H:11])[C@:4]1([C:5]#[N:6])[H:12])([H:7])([H:8])[H:9],[C:1]([N+:2]([C-:3]([H:10])[H:11])=[C:4]([C:5]#[N:6])[H:12])([H:7])([H:8])[H:9],40.96056708305,14.1881681883625
256,[C:1]([N:2]1[C:3]([H:10])([H:11])[C@:4]1([C:5]#[N:6])[H:12])([H:7])([H:8])[H:9],[C-:1]([N+:2]1=[C:4]([C:5]#[N:6])[C:3]1([H:10])[H:11])([H:7])[H:9].[H:8][H:12],82.09272046429791,64.9178863726633
257,[C:1]([N:2]1[C:3]([H:10])([H:11])[C@:4]1([C:5]#[N:6])[H:12])([H:7])([H:8])[H:9],[C:1]([N:2]1[C:3]([H:10])([H:11])[C@:4]1([N+:6]#[C-:5])[H:12])([H:7])([H:8])[H:9],58.806871290205706,19.3483488613074
258,[C:1]([N:2]1[C:3]([H:10])([H:11])[C@:4]1([C:5]#[N:6])[H:12])([H:7])([H:8])[H:9],[C:1](/[N:6]=[C:5]1\[N:2]2[C:3]([H:10])([H:11])[C@:4]21[H:12])([H:7])([H:8])[H:9],114.261716321802,32.975179515516
259,[C:1]([N:2]1[C:3]([H:10])([H:11])[C@:4]1([C:5]#[N:6])[H:12])([H:7])([H:8])[H:9],[C:1]([N+:2]1([C:5]#[N:6])[C:3]([H:10])([H:11])[C-:4]1[H:12])([H:7])([H:8])[H:9],81.06524731750049,69.4583435283554
260,[C:1]([N:2]1[C:3]([H:10])([H:11])[C@:4]1([C:5]#[N:6])[H:12])([H:7])([H:8])[H:9],[C:1](/[N:2]=[C:3](/[C:4]([C:5]#[N:6])([H:10])[H:12])[H:11])([H:7])([H:8])[H:9],84.9120952926244,-16.0746714367049
261,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[O:5][C:6]2([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([C@:2]1([C:6]([O:5][H:12])([H:13])[H:14])[C:3]([H:10])([H:11])[C:4]1)([H:7])([H:8])[H:9],72.8124972871991,56.208880104023706
262,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[O:5][C:6]2([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([C:2][C:3]([C@@:4]1([H:12])[O:5][C:6]1([H:13])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],72.3501865388613,61.49986290077889
263,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[O:5][C:6]2([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([C@:2]1([H:13])[C:3]([H:10])([H:11])[C@:4]1([O+:5]=[C-:6][H:14])[H:12])([H:7])([H:8])[H:9],81.8577691671815,44.37452688712301
264,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[O:5][C:6]2([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([C:4](=[O:5])[H:12])([H:10])[H:11])=[C:6]([H:13])[H:14])([H:7])([H:8])[H:9],45.54825088480061,-31.2094671584661
265,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[O:5][C:6]2([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([C@@:4]1([H:12])[C:3]([H:10])([H:11])[C:2][C:6]([H:13])([H:14])[O:5]1)([H:7])([H:8])[H:9],87.3045634302588,33.0458350855464
266,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[O:5][C:6]2([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[O+:5]=[C-:6]2)([H:7])([H:8])[H:9].[H:13][H:14],87.0080733664168,69.7681334960991
267,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[O:5][C:6]2([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([C@:2]1([H:11])[C@:4]([C:3][H:10])([H:12])[O:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:9],63.3930191792854,61.1906719465842
268,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[O:5][C:6]2([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([C:2][C:6]([O:5][C:4](=[C:3]([H:10])[H:11])[H:12])([H:13])[H:14])([H:7])([H:8])[H:9],72.13212639493759,54.0136416588996
269,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[O:5][C:6]2([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([C:2]1([C:3]([H:10])([H:11])[H:13])[C-:4]([H:12])[O+:5]=[C:6]1[H:14])([H:7])([H:8])[H:9],85.212696790044,46.97181717682589
270,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[O:5][C:6]2([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([C:2]1=[C:3]([H:10])[C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:9],67.4350727258204,-28.511473171395696
271,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[O:5][C:6]2([H:13])[H:14])([H:7])([H:8])[H:9],[C:1](=[C:2]1[C:3]([H:10])([H:11])[C@@:4]2([H:12])[O:5][C@@:6]12[H:14])([H:7])[H:8].[H:9][H:13],102.751073149377,29.484163253185105
272,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[O:5][C:6]2([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([C:2]1([C:3]([H:10])([H:11])[H:12])[C-:4]=[O+:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:9],52.0042518141497,26.2416267502309
273,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[O:5][C:6]2([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([C:2]1([C:6]([O:5][H:11])([H:13])[H:14])[C:3]([H:10])=[C:4]1[H:12])([H:7])([H:8])[H:9],71.5302577454742,12.3916361897039
274,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[O:5][C:6]2([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:12])[C:3]([H:10])([H:11])[C-:4]=[O+:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:9],55.685999782079,8.46962555201079
275,[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]#[C:5][H:13])[H:9])([H:6])([H:7])[H:8],[C:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C:5]([H:12])([H:13])[C:4]1)([H:6])([H:7])[H:8],94.8869785452676,60.2365429521902
276,[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]#[C:5][H:13])[H:9])([H:6])([H:7])[H:8],[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[C:4]=[C:5]([H:9])[H:13])([H:6])([H:7])[H:8],77.9599582084828,-5.18645951340787
277,[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]#[C:5][H:13])[H:9])([H:6])([H:7])[H:8],[C:1](/[C:2](=[C:4](/[C:3]([H:10])([H:11])[H:12])[C:5][H:13])[H:9])([H:6])([H:7])[H:8],89.49779891340401,53.8092236532217
278,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])=[C:6]1[H:14])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1)([H:7])([H:8])[H:9],65.4677925825629,61.290744311151705
279,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])=[C:6]1[H:14])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:9],65.1598945412328,60.4517243476996
280,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])=[C:6]1[H:14])([H:7])([H:8])[H:9],[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[O:3][C:4]([H:11])=[C:5]([H:13])[C@@:6]12[H:14].[H:7][H:12],93.37128349205108,35.4890282872721
281,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])=[C:6]1[H:14])([H:7])([H:8])[H:9],[C:1]([C@:5]1([H:13])[C:4]([H:11])([H:12])[O:3][C:2]([H:10])=[C:6]1[H:14])([H:7])([H:8])[H:9],92.3868922353779,-0.684007202229401
282,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])=[C:6]1[H:14])([H:7])([H:8])[H:9],[C:1]([C:2](=[O:3])[H:10])([H:7])([H:8])[H:9].[C:4]([C:5]#[C:6][H:14])([H:11])([H:12])[H:13],106.728083153799,26.5886792461653
283,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])=[C:6]1[H:14])([H:7])([H:8])[H:9],[C:1]([C:2](=[O:3])[C:6]([C:5](=[C:4]([H:11])[H:12])[H:13])([H:10])[H:14])([H:7])([H:8])[H:9],67.3667154842265,-6.881208490636389
284,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])=[C:6]1[H:14])([H:7])([H:8])[H:9],[C:1]([C:2]([C:6]#[C:5][H:13])([H:10])[H:14])([H:7])([H:8])[H:9].[O:3]=[C:4]([H:11])[H:12],105.881993755674,36.6335787203604
285,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])=[C:6]1[H:14])([H:7])([H:8])[H:9],[C:1]([C@@:2]([O:3][C:4]([H:11])([H:12])[H:13])([C:6](=[C:5])[H:14])[H:10])([H:7])([H:8])[H:9],83.25611916406041,76.8173624068473
286,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])=[C:6]1[H:14])([H:7])([H:8])[H:9],[C-:2]1=[O+:3][C:4]([H:11])([H:12])[C:5]([H:13])=[C:6]1[H:14].[C:1]([H:7])([H:8])([H:9])[H:10],79.12757585100171,50.438862707981606
287,[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])=[C:6]1[H:14])([H:7])([H:8])[H:9],[C:1](=[C:2](/[C:6](=[C:5](\[C:4]([O:3][H:7])([H:11])[H:12])[H:13])[H:14])[H:10])([H:8])[H:9],64.236797562087,16.1411914445811
288,[C:1]([C:2]1([C:3]([H:9])([H:10])[H:11])[C:4]([H:12])([H:13])[O:5]1)([H:6])([H:7])[H:8],[C:1]([C:2][C:4]([O:5][C:3]([H:9])([H:10])[H:11])([H:12])[H:13])([H:6])([H:7])[H:8],114.694703608182,80.164040965184
289,[C:1]([C:2]1([C:3]([H:9])([H:10])[H:11])[C:4]([H:12])([H:13])[O:5]1)([H:6])([H:7])[H:8],[C:1]([C:2]1([C:3]([H:9])([H:10])[H:11])[C-:4]=[O+:5]1)([H:6])([H:7])[H:8].[H:12][H:13],89.6916094686524,63.7172408090785
290,[C:1]([C:2]1([C:3]([H:9])([H:10])[H:11])[C:4]([H:12])([H:13])[O:5]1)([H:6])([H:7])[H:8],[C:1]([C:2]([C:4]([C:3]([H:9])([H:10])[H:11])([H:12])[H:13])=[O:5])([H:6])([H:7])[H:8],76.34375069105509,-23.257540755231105
291,[C:1]([C:2]1([C:3]([H:9])([H:10])[H:11])[C:4]([H:12])([H:13])[O:5]1)([H:6])([H:7])[H:8],[C:1](=[C:2]1[C:4]([H:12])([H:13])[O:5]1)([H:6])[H:7].[C:3]([H:8])([H:9])([H:10])[H:11],120.30781196532,28.114246117845504
292,[C:1]([C:2]1([C:3]([H:9])([H:10])[H:11])[C:4]([H:12])([H:13])[O:5]1)([H:6])([H:7])[H:8],[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])=[O+:5][C-:4]([H:12])[H:13])([H:6])([H:7])[H:8],68.9381528754638,49.433214483502
293,[C:1]([C:2]1([C:3]([H:9])([H:10])[H:11])[C:4]([H:12])([H:13])[O:5]1)([H:6])([H:7])[H:8],[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])([O+:5]=[C-:4][H:12])[H:13])([H:6])([H:7])[H:8],78.1831755778623,48.224752080395
294,[C:1]([C:2]1([C:3]([H:9])([H:10])[H:11])[C:4]([H:12])([H:13])[O:5]1)([H:6])([H:7])[H:8],[C:1]([C-:2]=[O+:5][C:4]([C:3]([H:9])([H:10])[H:11])([H:12])[H:13])([H:6])([H:7])[H:8],105.897851438759,38.335684939489
295,[C:1]([C:2]1([C:3]([H:9])([H:10])[H:11])[C:4]([H:12])([H:13])[O:5]1)([H:6])([H:7])[H:8],[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])([C:4][H:12])[O:5][H:13])([H:6])([H:7])[H:8],71.857259934964,67.3855418881937
296,[C:1]([C:2](=[O:3])[C:4](=[O:5])[N:6]([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C-:2]=[O+:3][C:4](=[O:5])[N:6]([H:10])[H:11])([H:7])([H:8])[H:9],77.3407530542707,53.2989100923397
297,[C:1]([C:2](=[O:3])[C:4](=[O:5])[N:6]([H:10])[H:11])([H:7])([H:8])[H:9],[C-:2]#[O+:3].[C-:4]#[O+:5].[C:1]([N:6]([H:10])[H:11])([H:7])([H:8])[H:9],127.47965651915,31.8998542695605
298,[C:1]([C:2](=[O:3])[C:4](=[O:5])[N:6]([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](=[O:3])[H:10])([H:7])([H:8])[H:9].[C:4](=[O:5])=[N:6][H:11],86.8160765494838,15.760565724489
299,[C:1]([C:2](=[O:3])[C:4](=[O:5])[N:6]([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([O:5][C:4](=[C:2]=[O:3])[N:6]([H:10])[H:11])([H:7])([H:8])[H:9],104.423305463832,60.1443440474183
300,[C:1]([C:2](=[O:3])[C:4](=[O:5])[N:6]([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](=[C:2]([O-:3])[C+:4]([O:5][H:7])[N:6]([H:10])[H:11])([H:8])[H:9],47.4833207628067,41.8656638553335
301,[C:1]([C:2](=[O:3])[C:4](=[O:5])[N:6]([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](=[C:2]([O:3][H:7])[C:4](=[O:5])[N:6]([H:10])[H:11])([H:8])[H:9],69.4342021784667,13.462846470559098
302,[C:1]([C:2](=[O:3])[C:4](=[O:5])[N:6]([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](=[O:3])[O+:5]=[C-:4][N:6]([H:10])[H:11])([H:7])([H:8])[H:9],57.2757828502001,40.103726210193294
303,[C:1]([C@:2]1([H:9])[O:3][C@@:4]1([C:5]([H:11])([H:12])[H:13])[H:10])([H:6])([H:7])[H:8],[C:1]([C@@:2]([O:3][C:5]([H:11])([H:12])[H:13])([C:4][H:10])[H:9])([H:6])([H:7])[H:8],114.903831009495,81.5638298054056
304,[C:1]([C@:2]1([H:9])[O:3][C@@:4]1([C:5]([H:11])([H:12])[H:13])[H:10])([H:6])([H:7])[H:8],[C:1]([C@@:2]([O:3][H:11])([C:4](=[C:5]([H:12])[H:13])[H:10])[H:9])([H:6])([H:7])[H:8],61.3555219846849,-3.03527871469602
305,[C:1]([C@:2]1([H:9])[O:3][C@@:4]1([C:5]([H:11])([H:12])[H:13])[H:10])([H:6])([H:7])[H:8],[C:1]([C@@:2]1([H:9])[O:3][C:4]1=[C:5]([H:12])[H:13])([H:6])([H:7])[H:8].[H:10][H:11],116.107709526903,36.1408378918035
306,[C:1]([C@:2]1([H:9])[O:3][C@@:4]1([C:5]([H:11])([H:12])[H:13])[H:10])([H:6])([H:7])[H:8],[C:1]([C:4]([C:2](=[O:3])[H:9])([C:5]([H:11])([H:12])[H:13])[H:10])([H:6])([H:7])[H:8],63.477003466396205,-18.724292616288103
307,[C:1]([C@:2]1([H:9])[O:3][C@@:4]1([C:5]([H:11])([H:12])[H:13])[H:10])([H:6])([H:7])[H:8],[C:1]([C-:2]=[O+:3][C:4]([C:5]([H:11])([H:12])[H:13])([H:9])[H:10])([H:6])([H:7])[H:8],76.3947984279126,37.3137154407665
308,[C:1]([C@:2]1([H:9])[O:3][C@@:4]1([C:5]([H:11])([H:12])[H:13])[H:10])([H:6])([H:7])[H:8],[C:1]([C:2][C@@:4]([O:3][H:9])([C:5]([H:11])([H:12])[H:13])[H:10])([H:6])([H:7])[H:8],71.44815131229771,66.0960280230153
309,[C:1]([C@:2]1([H:9])[O:3][C@@:4]1([C:5]([H:11])([H:12])[H:13])[H:10])([H:6])([H:7])[H:8],[C:1]([C:2]([O+:3]=[C-:4][H:10])([C:5]([H:11])([H:12])[H:13])[H:9])([H:6])([H:7])[H:8],103.279539817154,47.2169240335278
310,[C:1]([C@:2]1([H:9])[O:3][C@@:4]1([C:5]([H:11])([H:12])[H:13])[H:10])([H:6])([H:7])[H:8],[C:1](=[C:2]([H:6])[H:9])([H:7])[H:8].[O:3]=[C:4]([C:5]([H:11])([H:12])[H:13])[H:10],83.52903091203879,4.51455376718573
311,[C:1]([C@:2]1([H:9])[O:3][C@@:4]1([C:5]([H:11])([H:12])[H:13])[H:10])([H:6])([H:7])[H:8],[C:1]([C@@:2]1([H:9])[O+:3]=[C-:4]1)([H:6])([H:7])[H:8].[C:5]([H:10])([H:11])([H:12])[H:13],92.4699316587851,53.5304954756872
312,[C:1]([C@:2]1([H:9])[O:3][C@@:4]1([C:5]([H:11])([H:12])[H:13])[H:10])([H:6])([H:7])[H:8],[C:1]([C-:2]([O+:3]=[C:4]([C:5]([H:11])([H:12])[H:13])[H:10])[H:9])([H:6])([H:7])[H:8],69.85560827304421,50.1256636971506
313,[O:1]([c:2]1[n:3][o:4][c:5]([H:8])[c:6]1[H:9])[H:7],[O:1]([C:2]1=[C:6]=[C:5]([H:8])[O:4][N:3]1[H:9])[H:7],109.116125521225,62.3806520587066
314,[O:1]([c:2]1[n:3][o:4][c:5]([H:8])[c:6]1[H:9])[H:7],[O:1]=[c:2]1[n:3]([H:7])[o:4][c:5]([H:8])[c:6]1[H:9],50.3444138509744,2.63059064638763
315,[O:1]([c:2]1[n:3][o:4][c:5]([H:8])[c:6]1[H:9])[H:7],[O:1]([C:2]1=[N:3][O+:4]=[C-:5][C:6]1([H:8])[H:9])[H:7],69.2736797728464,50.1264602124997
316,[O:1]([c:2]1[n:3][o:4][c:5]([H:8])[c:6]1[H:9])[H:7],[O:1]([C:2]([N:3]=[O:4])=[C:6]=[C:5]([H:8])[H:9])[H:7],76.4013655778964,62.3358916593456
317,[O:1]([c:2]1[n:3][o:4][c:5]([H:8])[c:6]1[H:9])[H:7],[O:1]([C:2]1=[C+:6][C:5]([H:8])([H:9])[O:4][N-:3]1)[H:7],76.3782491052285,74.59391342005759
318,[O:1]([c:2]1[n:3][o:4][c:5]([H:8])[c:6]1[H:9])[H:7],[O:1]([C:2]1=[C:6]([H:9])[C@@:5]2([H:8])[N:3]1[O:4]2)[H:7],91.9612806242403,67.1632627247165
319,[O:1]([c:2]1[n:3][o:4][c:5]([H:8])[c:6]1[H:9])[H:7],[O:1]([N:3]=[C:2]=[C:6]([C:5](=[O:4])[H:8])[H:9])[H:7],79.7912486385157,39.3784592017078
320,[O:1]([c:2]1[n:3][o:4][c:5]([H:8])[c:6]1[H:9])[H:7],[O:1]([C:2]1=[N:3][C@:6]1([C:5](=[O:4])[H:8])[H:9])[H:7],64.5067593863398,15.265640984717
321,[O:1]([c:2]1[n:3][o:4][c:5]([H:8])[c:6]1[H:9])[H:7],[O-:1][C:2]1=[N:3][O+:4]=[C:5]([H:8])[C:6]1([H:7])[H:9],82.27648478911921,37.4726505186452
322,[O:1]=[C:2]([N:3]1[C:4]([H:7])([H:8])[C:5]1([H:9])[H:10])[H:6],[H:6][H:9].[N:3]1=[C:5]([H:10])[C:4]1([H:7])[H:8].[O+:1]#[C-:2],80.8883055539673,44.83426875059671
323,[O:1]=[C:2]([N:3]1[C:4]([H:7])([H:8])[C:5]1([H:9])[H:10])[H:6],[O:1]=[C:2]=[N:3][C:4]([C:5]([H:6])([H:9])[H:10])([H:7])[H:8],64.7997557178749,-30.5056585554092
324,[O:1]=[C:2]([N:3]1[C:4]([H:7])([H:8])[C:5]1([H:9])[H:10])[H:6],[O:1]1[C:2]([H:6])=[N:3][C:4]([H:7])([H:8])[C:5]1([H:9])[H:10],46.8435147775009,-12.574399948296302
325,[O:1]=[C:2]([N:3]1[C:4]([H:7])([H:8])[C:5]1([H:9])[H:10])[H:6],[O:1]=[C:2]([N+:3]1([H:10])[C:4]([H:7])([H:8])[C-:5]1[H:9])[H:6],69.33858616911121,58.612208222272
326,[O:1]=[C:2]([N:3]1[C:4]([H:7])([H:8])[C:5]1([H:9])[H:10])[H:6],[O:1]=[C:2]([C:5]([N:3]=[C:4]([H:7])[H:8])([H:9])[H:10])[H:6],75.39673688757121,0.3749891263934209
327,[O:1]=[C:2]([N:3]1[C:4]([H:7])([H:8])[C:5]1([H:9])[H:10])[H:6],[C:4](=[C:5]([H:9])[H:10])([H:7])[H:8].[O:1]=[C:2]=[N:3][H:6],60.8279230623925,-14.2707175221347
328,[O:1]=[C:2]([N:3]1[C:4]([H:7])([H:8])[C:5]1([H:9])[H:10])[H:6],[O:1]([C:2](=[N+:3]1[C:4]([H:7])([H:8])[C-:5]1[H:9])[H:6])[H:10],65.2786507839348,61.8601905610328
329,[O:1]=[C:2]([N:3]1[C:4]([H:7])([H:8])[C:5]1([H:9])[H:10])[H:6],[O:1]1[C:2]([H:6])=[N+:3]([C-:4]([H:7])[H:8])[C:5]1([H:9])[H:10],86.5681481621633,63.4371955157491
330,[O:1]=[C:2]([N:3]1[C:4]([H:7])([H:8])[C:5]1([H:9])[H:10])[H:6],[O:1]=[C:2]([N+:3]([C-:4]([H:7])[H:8])=[C:5]([H:9])[H:10])[H:6],49.9081200570693,34.2236788814376
331,[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]12[C:4]([H:11])([H:12])[O:5][C:6]2([H:13])[H:14],[C:1](=[C:2]([H:9])[H:10])([H:7])[H:8].[C:3]1([H:14])=[C:6]([H:13])[O:5][C:4]1([H:11])[H:12],106.76994425861,21.5489796490278
332,[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]12[C:4]([H:11])([H:12])[O:5][C:6]2([H:13])[H:14],[C-:1]1([H:8])[C:2]([H:9])([H:10])[C@@:3]12[C:4]([H:11])=[O+:5][C:6]2([H:13])[H:14].[H:7][H:12],103.709371887156,97.62568354214608
333,[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]12[C:4]([H:11])([H:12])[O:5][C:6]2([H:13])[H:14],[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]12[C-:4]([H:12])[O+:5]=[C:6]2[H:14].[H:11][H:13],89.3501261531085,82.2245088625242
334,[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]12[C:4]([H:11])([H:12])[O:5][C:6]2([H:13])[H:14],[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]1=[C:4]([H:11])[H:12].[O:5]=[C:6]([H:13])[H:14],67.2780535469479,13.3624892071
335,[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]12[C:4]([H:11])([H:12])[O:5][C:6]2([H:13])[H:14],[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]1([C:4]([O-:5])([H:11])[H:12])[C+:6]([H:13])[H:14],67.79837508974241,65.42340852494131
336,[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]12[C:4]([H:11])([H:12])[O:5][C:6]2([H:13])[H:14],[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]1([C:4]([O+:5]=[C-:6][H:14])([H:11])[H:12])[H:13],84.711350188068,46.7308270390541
337,[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]12[C:4]([H:11])([H:12])[O:5][C:6]2([H:13])[H:14],[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]12[C-:4]=[O+:5][C:6]2([H:13])[H:14].[H:11][H:12],84.2790865635336,63.2661720327777
338,[O:1]([C:2]([C:3]#[N:4])([C:5]#[N:6])[H:8])[H:7],[O:1]([C@@:2]([C:3]#[N:4])([N+:6]#[C-:5])[H:8])[H:7],53.8499570582866,16.7356671167267
339,[O:1]([C:2]([C:3]#[N:4])([C:5]#[N:6])[H:8])[H:7],[O:1]([C:5]1=[N:6][C@@:2]1([C:3]#[N:4])[H:8])[H:7],92.60927669422442,19.178960924725303
340,[O:1]([C:2]([C:3]#[N:4])([C:5]#[N:6])[H:8])[H:7],[O:1]([C:2]([C:3]#[N:4])=[C:5]=[N:6][H:8])[H:7],83.0086830639725,16.2342454220053
341,[O:1]([C:2]([C:3]#[N:4])([C:5]#[N:6])[H:8])[H:7],[C:5]=[N:6][H:7].[O:1]=[C:2]([C:3]#[N:4])[H:8],68.4642277423051,21.530409954745103
342,[C:1]([C@@:2]1([H:10])[O:3][C@:4]1([C:5]#[C:6][H:12])[H:11])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[O:3][C:4]1=[C:5]=[C:6]([H:11])[H:12])([H:7])([H:8])[H:9],83.3554254202905,4.5733480184970405
343,[C:1]([C@@:2]1([H:10])[O:3][C@:4]1([C:5]#[C:6][H:12])[H:11])([H:7])([H:8])[H:9],[C:1]([C@@:2]([O:3][H:11])([C-:4]=[C:5]=[C+:6][H:12])[H:10])([H:7])([H:8])[H:9],66.3370613371182,47.5186289020812
344,[C:1]([C@@:2]1([H:10])[O:3][C@:4]1([C:5]#[C:6][H:12])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([O+:3]=[C-:4][C:5]#[C:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],73.8718454229912,35.991477471277
345,[C:1]([C@@:2]1([H:10])[O:3][C@:4]1([C:5]#[C:6][H:12])[H:11])([H:7])([H:8])[H:9],[C:1](=[C:2]([C@@:4]([O:3][H:7])([C:5]#[C:6][H:12])[H:11])[H:10])([H:8])[H:9],62.3424019192677,-2.51479300084059
346,[C:1]([C@@:2]1([H:10])[O:3][C@:4]1([C:5]#[C:6][H:12])[H:11])([H:7])([H:8])[H:9],[C:1](=[C:2]([O:3][C:4]1([H:11])[C:5]([H:7])=[C:6]1[H:12])[H:10])([H:8])[H:9],85.5372782047856,11.714328384721195
347,[C:1]([C@@:2]1([H:10])[O:3][C@:4]1([C:5]#[C:6][H:12])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2][C@@:4]([O:3][H:10])([C:5]#[C:6][H:12])[H:11])([H:7])([H:8])[H:9],71.8449484249769,66.2555579688114
348,[C:1]([C@@:2]1([H:10])[O:3][C@:4]1([C:5]#[C:6][H:12])[H:11])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[O:3][C:6]([H:12])=[C:5]=[C:4]1[H:11])([H:7])([H:8])[H:9],67.451500038042,15.8396279592323
